model linking_length pyfof_grp N clump_mass[Msol] com_x[kpc] com_y[kpc] com_z[kpc] max_r[kpc] clump_r_avg[kpc] r[kpc] avg_temp[K] avg_pressure[Pa] avg_nHden[cm^-3] vdist[km/s] entropy[K/(Msolkpc**3)**(2/3)]
GM3SI1 1.00 109 5 980760.37 13.67 3.40 12.74 0.13 0.07 18.99 10397.37 39285018.92 0.0076033773 4.79 112763024099363839279104.00
GM3SI1 1.00 110 5 936566.37 12.39 6.71 8.94 0.18 0.07 16.69 10143.76 60452158.20 0.0168264929 3.27 75467217748016309993472.00
GM3SI1 1.00 111 2 440119.99 -35.73 -0.92 23.13 0.09 0.08 42.57 17451.34 8887905.41 0.0000136635 2.00 925780633431943323582464.00
GM3SI1 1.00 112 7 1535131.53 -88.27 -11.12 18.68 1.05 0.69 90.91 18742.92 4872952.96 0.0000028548 5.53 1584144936448031190941696.00
GM3SI1 1.00 113 2 424273.92 -45.84 -18.18 14.37 0.06 0.06 51.36 20051.29 7353217.99 0.0000054919 1.83 1345393845172943798140928.00
GM3SI1 1.00 114 7 1485701.43 -27.39 -21.07 -13.65 1.14 0.56 37.15 16590.09 13628219.91 0.0000484342 17.16 644369307943864769708032.00
GM3SI1 1.00 115 3 709521.61 -22.21 -11.73 10.22 0.37 0.27 27.12 11435.78 20363823.89 0.0007873889 4.83 247013705877443949101056.00
GM3SI1 1.00 116 2 424286.27 -23.73 -16.15 -0.10 0.04 0.04 28.70 17882.97 13605523.13 0.0000346170 0.99 729905824693765177081856.00
GM3SI1 1.00 117 28 5982520.98 -30.20 -21.46 -24.00 1.61 0.98 44.14 10403.23 31766809.37 0.0044173575 13.49 151250616380583198064640.00
GM3SI1 1.00 118 2 424352.06 -27.24 -22.82 -16.22 0.43 0.43 39.06 68281.40 25988911.67 0.0000000566 5.40 4555758536642059852316672.00
GM3SI1 1.00 119 14 2859965.31 -23.95 -23.30 -2.44 0.84 0.53 33.51 11624.83 24850972.26 0.0012394776 14.52 221976774799474045222912.00
GM3SI1 1.00 120 9 1931921.77 -54.36 -44.83 -25.89 1.73 1.05 75.06 16093.16 10046232.18 0.0000267432 9.93 765381816951623745798144.00
GM3SI1 1.00 121 18 3716222.05 -27.73 -30.05 -26.81 1.36 0.75 48.90 12001.82 18959489.72 0.0005403812 11.49 292281927482843208876032.00
GM3SI1 1.00 122 4 862207.70 -40.36 -32.08 -27.70 0.74 0.61 58.53 35658.58 13376833.23 0.0000027676 11.86 2363634532482828797476864.00
GM3SI1 1.00 123 2 424247.44 -30.30 -17.22 4.33 0.07 0.07 35.12 18909.33 11083138.69 0.0000163730 0.69 923278529761405365649408.00
GM3SI1 1.00 124 5 1060474.89 -44.31 28.37 -2.77 0.04 0.02 52.69 58617.02 25250433.46 0.0000001126 0.44 3559282575205698325446656.00
GM3SI1 1.00 125 2 366154.93 -36.99 -15.85 5.96 0.19 0.16 40.68 24486.28 10053548.24 0.0000047814 2.33 1523581570878722495479808.00
GM3SI1 1.00 126 6 1229278.24 -39.37 -17.22 2.96 0.53 0.28 43.07 18350.20 10793592.61 0.0000172664 5.77 892177474378280835481600.00
GM3SI1 1.00 127 2 433353.75 -33.45 -17.32 2.66 0.08 0.07 37.76 18041.84 9137064.35 0.0000125722 5.93 972058292624936019165184.00
GM3SI1 1.00 128 3 641029.94 -35.77 -17.98 6.08 0.30 0.24 40.50 18300.76 10446565.40 0.0000161237 12.07 909787501300143873851392.00
GM3SI1 1.00 129 8 1696976.40 -25.17 -26.55 6.38 0.59 0.28 37.14 11815.66 21885730.89 0.0008201891 6.98 251021283860864697368576.00
GM3SI1 1.00 130 3 667499.56 -117.95 -30.87 18.73 0.59 0.52 123.35 30094.93 3005406.55 0.0000002075 4.02 4855680403067665825923072.00
GM3SI1 1.00 131 4 849749.36 -38.73 -26.66 4.08 0.73 0.44 47.20 28673.40 13226562.22 0.0000076453 9.08 1654205877564865964408832.00
GM3SI1 1.00 132 2 325590.37 -32.43 -26.13 17.39 0.44 0.33 45.13 36395.99 22168232.17 0.0000105082 4.76 1722468182033897623650304.00
GM3SI1 1.00 133 4 784105.94 -32.64 -27.87 13.97 0.41 0.33 45.13 14516.61 12013091.66 0.0000562227 8.09 551962068910843430436864.00
GM3SI1 1.00 134 2 338281.38 -44.49 -29.69 27.97 0.15 0.12 60.36 19410.73 6804753.86 0.0000053433 3.50 1330449046665628976414720.00
GM3SI1 1.00 135 2 424673.74 -41.01 -36.95 4.96 0.27 0.27 55.42 25483.83 7216000.56 0.0000021146 9.19 2040267067656276904247296.00
GM3SI1 1.00 136 5 1060480.64 -79.71 -34.26 -3.12 0.52 0.39 86.82 23811.37 4074431.18 0.0000008722 2.30 2677153694447237695799296.00
